Date,Sales
2022-03-07,1125.5881290885586
2022-03-08,1465.5946502135077
2022-03-09,1262.0687455275274
2022-03-10,1346.2278856551095
2022-03-11,1409.046934042519
2022-03-12,1332.7188831634198
2022-03-13,1488.3793181276505
2022-03-14,1424.286206427556
2022-03-15,1478.8725869038833
2022-03-16,1307.7989936079555
2022-03-17,1299.9138339771605
2022-03-18,1358.0904231907728
2022-03-19,1494.4753236421616
2022-03-20,1411.259558692379
2022-03-21,1449.2433305388838
2022-03-22,1463.677393911235
2022-03-23,1513.1091600303694
2022-03-24,1214.4763335995071
2022-03-25,1524.6362397941061
2022-03-26,1417.8617320873525
2022-03-27,1544.2572958560424
2022-03-28,1431.664257771567
2022-03-29,1280.1433106408608
2022-03-30,1345.698582258885
2022-03-31,1394.4114400468225
2022-04-01,1349.8348205711977
2022-04-02,1325.0206910873253
2022-04-03,1637.3307846296761
2022-04-04,1545.89413511694
2022-04-05,1464.7362249453245
2022-04-06,1468.1647462478193
2022-04-07,1448.710250216435
2022-04-08,1648.290048807428
2022-04-09,1491.604759108019
2022-04-10,1440.8536116440446
2022-04-11,1483.8876920906107
2022-04-12,1570.3455742774684
2022-04-13,1367.7028261962134
2022-04-14,1552.1482517191753
2022-04-15,1642.84872326487
2022-04-16,1410.208845711539
2022-04-17,1406.8840589975832
2022-04-18,1653.2278378080873
2022-04-19,1368.8220425062977
2022-04-20,1520.2343408382105
2022-04-21,1416.0046728305445
2022-04-22,1378.5411936517853
2022-04-23,1621.4970124072381
2022-04-24,1598.7365541127554
2022-04-25,1662.0962576631694
2022-04-26,1744.637907143701
2022-04-27,1540.5261826155122
2022-04-28,1729.6274234950743
2022-04-29,1746.4011312231478
2022-04-30,1794.3500573472652
2022-05-01,1426.2126364139124
2022-05-02,1406.0418660760477
2022-05-03,1525.6911111478491
2022-05-04,1619.1304671020002
2022-05-05,1800.2873020678599
2022-05-06,1714.2469327456824
2022-05-07,1606.9837343653248
2022-05-08,1476.7216677924116
2022-05-09,1812.6455857969797
2022-05-10,1739.6135013472785
2022-05-11,1613.216898706117
2022-05-12,1707.724430534998
2022-05-13,1511.1313122745169
2022-05-14,1694.7101031087086
2022-05-15,1477.4204764040128
2022-05-16,1494.05245762362
2022-05-17,1648.0862906150949
2022-05-18,1846.9590552458385
2022-05-19,1587.6678126316515
2022-05-20,1593.0707727987804
2022-05-21,1532.395660303061
2022-05-22,1817.1145984922027
2022-05-23,1644.3988923046857
2022-05-24,1670.4649080206468
2022-05-25,1579.3321729182526
2022-05-26,1550.748319775046
2022-05-27,1795.3240953736013
2022-05-28,1597.3884875319268
2022-05-29,1777.6643566633322
2022-05-30,1851.136396432124
2022-05-31,1676.1142345507508
2022-06-01,1780.5155384547709
2022-06-02,1561.0046854405157
2022-06-03,1687.0997431241503
2022-06-04,1760.8215452972308
2022-06-05,1805.7850203769196
2022-06-06,1969.354948781971
2022-06-07,1822.903511996015
2022-06-08,1898.418078702794
2022-06-09,1636.6803099561973
2022-06-10,1982.0971875515957
2022-06-11,1747.397320943992
2022-06-12,1673.4699114673986
2022-06-13,1916.2888541147213
2022-06-14,1937.049011884383
2022-06-15,1781.3994286040163
2022-06-16,1691.9375809120215
2022-06-17,1915.2516492870866
2022-06-18,1886.348962369732
2022-06-19,1842.0673587649674
2022-06-20,1660.024182819076
2022-06-21,1682.539605003804
2022-06-22,1728.8541953071488
2022-06-23,2046.8531110436043
2022-06-24,1679.0448978143459
2022-06-25,1818.8049939098391
2022-06-26,1867.4571814874557
2022-06-27,1927.1247226354856
2022-06-28,1898.7275476300035
2022-06-29,2075.9542281136264
2022-06-30,2069.2680501227464
2022-07-01,2041.2579553067665
2022-07-02,1865.9553556432436
2022-07-03,1759.422854306996
2022-07-04,1755.0307461999496
2022-07-05,1979.3060957445064
2022-07-06,2076.9933904827158
2022-07-07,1757.0087171342225
2022-07-08,2031.242543734742
2022-07-09,1995.0015945825112
2022-07-10,2030.4842296277025
2022-07-11,1769.3166796371013
2022-07-12,1909.8078264157496
2022-07-13,1914.2432630970961
2022-07-14,2105.944579154593
2022-07-15,1805.8563269275662
2022-07-16,1938.6571467660856
2022-07-17,2144.4518225038096
2022-07-18,2145.611023274467
2022-07-19,2028.9238748400303
2022-07-20,2056.751938864683
2022-07-21,2026.727392041665
2022-07-22,2093.087388185637
2022-07-23,1857.840817025009
2022-07-24,1948.3635754896686
2022-07-25,1970.7359455336893
2022-07-26,1943.004316680881
2022-07-27,1885.4335749927627
2022-07-28,2188.8153006334755
2022-07-29,2184.010549370445
2022-07-30,2036.2296037852154
2022-07-31,2129.9417262015995
2022-08-01,2247.759411946857
2022-08-02,2261.230267397436
2022-08-03,1942.2097941362254
2022-08-04,1876.3007292865277
2022-08-05,2051.8436998696798
2022-08-06,2176.3169885370635
2022-08-07,1906.2721104251461
2022-08-08,2061.8745373623633
2022-08-09,2289.30428011858
2022-08-10,2293.3953215753954
2022-08-11,2184.38831181022
2022-08-12,2045.168729832905
2022-08-13,1986.8379249355569
2022-08-14,2189.9106145576975
2022-08-15,2201.418289224138
2022-08-16,2076.552774660118
2022-08-17,1955.665097616147
2022-08-18,1981.1532848348859
2022-08-19,2315.5976829107353
2022-08-20,2061.573487585565
2022-08-21,2157.3821113883373
2022-08-22,2018.6604981634264
2022-08-23,2042.1972293874492
2022-08-24,2108.9745515894
2022-08-25,2075.3520858246275
2022-08-26,2358.9060756407357
2022-08-27,2279.306735746349
2022-08-28,2085.771263854472
2022-08-29,2027.1675758795263
2022-08-30,2224.874224056526
2022-08-31,2071.8043674265555
2022-09-01,2290.821865760621
2022-09-02,2147.9318800914325
2022-09-03,2294.6357866986004
2022-09-04,2112.011104699799
2022-09-05,2212.455542065418
2022-09-06,2345.373265698627
2022-09-07,2073.4311951280424
2022-09-08,2447.9305357886824
2022-09-09,2382.2390199423626
2022-09-10,2182.863447606345
2022-09-11,2340.1540432883066
2022-09-12,2461.9780023713097
2022-09-13,2453.0644567363834
2022-09-14,2402.169909944515
2022-09-15,2479.7298660871575
2022-09-16,2342.0893910697046
2022-09-17,2359.533369409249
2022-09-18,2425.227039499183
2022-09-19,2486.6754350682686
2022-09-20,2462.933223854616
2022-09-21,2309.571952171198
2022-09-22,2209.6897457072914
2022-09-23,2220.5847592845053
2022-09-24,2226.8641349080845
2022-09-25,2383.841358211913
2022-09-26,2174.260441684333
2022-09-27,2147.7846613487113
2022-09-28,2517.337470693143
2022-09-29,2386.9143095997597
2022-09-30,2559.637053010103
2022-10-01,2280.772174262817
2022-10-02,2533.427210689681
2022-10-03,2364.7568335362002
2022-10-04,2491.4536278588284
2022-10-05,2285.306382149966
2022-10-06,2539.032507578598
2022-10-07,2390.874068126238
2022-10-08,2260.337323259544
2022-10-09,2540.59585358508
2022-10-10,2473.107703546443
2022-10-11,2300.0529011852905
2022-10-12,2592.516290710025
2022-10-13,2333.5846188581663
2022-10-14,2443.4126025027344
2022-10-15,2476.170152087376
2022-10-16,2477.8977813278875
2022-10-17,2388.9058466445435
2022-10-18,2459.9426174249743
2022-10-19,2368.7766415839747
2022-10-20,2438.275981894787
2022-10-21,2407.1048899829757
2022-10-22,2595.3121360216314
2022-10-23,2540.5457206375495
2022-10-24,2285.724931107217
2022-10-25,2671.514684921123
2022-10-26,2683.0277737376864
2022-10-27,2384.9014691517536
2022-10-28,2457.025383248842
2022-10-29,2561.9255636652097
2022-10-30,2505.3459325360514
2022-10-31,2517.4827014632756
2022-11-01,2669.1708773016308
2022-11-02,2687.1442122598714
2022-11-03,2588.0337770794044
2022-11-04,2516.989438651413
2022-11-05,2430.6795558498875
2022-11-06,2448.6933694538207
2022-11-07,2443.1233330917726
2022-11-08,2400.263752469832
2022-11-09,2461.386701286957
2022-11-10,2752.8471461283716
2022-11-11,2383.5049672082505
2022-11-12,2646.2664826000637
2022-11-13,2549.232133859581
2022-11-14,2429.055736176278
2022-11-15,2489.4807366356195
2022-11-16,2620.7854193200815
2022-11-17,2577.09479942128
2022-11-18,2636.223991512101
2022-11-19,2638.6594113107412
2022-11-20,2516.9398020834738
2022-11-21,2648.562546897666
2022-11-22,2617.8623919338615
2022-11-23,2460.730970169827
2022-11-24,2677.3107493313746
2022-11-25,2827.7361201630915
2022-11-26,2637.0208732320384
2022-11-27,2695.79654021062
2022-11-28,2529.202302877719
2022-11-29,2636.4139996691342
2022-11-30,2739.894040758994
2022-12-01,2551.023208517507
2022-12-02,2811.915532764608
2022-12-03,2708.8611482734136
2022-12-04,2696.033314833598
2022-12-05,2531.029273049333
2022-12-06,2872.584876766545
2022-12-07,2652.724456328748
2022-12-08,2629.5789845841346
2022-12-09,2751.99028860164
2022-12-10,2535.4485483209437
2022-12-11,2719.733507271552
2022-12-12,2899.028668820883
2022-12-13,2595.428086226332
2022-12-14,2592.53646117607
2022-12-15,2764.764863047989
2022-12-16,2636.62665175268
2022-12-17,2926.1881481817177
2022-12-18,2921.8006362211327
2022-12-19,2614.7213933001394
2022-12-20,2745.8822418865193
2022-12-21,2734.6546331907125
2022-12-22,2836.3375322988604
2022-12-23,2701.9453529919915
2022-12-24,2963.9699063622757
2022-12-25,2943.935220470289
2022-12-26,2802.372069757158
2022-12-27,2761.6932722090237
2022-12-28,2616.9288631696186
2022-12-29,2705.445937517814
2022-12-30,2864.255930556528
2022-12-31,2882.369164734422
2023-01-01,2729.24179660521
2023-01-02,2876.5282008913637
2023-01-03,2639.9981846817413
2023-01-04,2763.7682458926092
2023-01-05,2751.0724163169957
2023-01-06,2666.014675994157
2023-01-07,2680.9254967043466
2023-01-08,3020.1055567274316
2023-01-09,2978.4846548824044
2023-01-10,3016.789114391025
2023-01-11,2796.2987550707903
2023-01-12,2942.8480762157346
2023-01-13,3078.468142837943
2023-01-14,3081.6468285801925
2023-01-15,2966.122779500734
2023-01-16,3042.206333843943
2023-01-17,2923.8903883266685
2023-01-18,2957.532215110057
2023-01-19,3060.409048134061
2023-01-20,2923.9454690668435
2023-01-21,2920.5534707995425
2023-01-22,3013.6922061019236
2023-01-23,2791.3864024742684
2023-01-24,3023.6856416772243
2023-01-25,2992.7609410201394
2023-01-26,2891.578523893283
2023-01-27,2901.967516539525
2023-01-28,3002.387551533381
2023-01-29,3045.163025484431
2023-01-30,2916.5589955980563
2023-01-31,2792.973841818183
2023-02-01,2903.219592446212
2023-02-02,2891.4026276736395
2023-02-03,3037.383805718239
2023-02-04,2852.7299288900545
2023-02-05,2941.115748763929
2023-02-06,3054.0672016497406
2023-02-07,2913.186379828136
2023-02-08,2940.1741179277265
2023-02-09,3186.1659385295234
2023-02-10,3186.5259796669475
2023-02-11,2865.8487816833767
2023-02-12,3021.6743007825976
2023-02-13,2946.942439280014
2023-02-14,3240.92928465634
2023-02-15,3224.3336985346
2023-02-16,3212.272983301381
2023-02-17,2941.1644056486175
2023-02-18,2924.5888189847383
2023-02-19,2888.0109837246596
2023-02-20,3114.829739269909
2023-02-21,3046.5537612784283
2023-02-22,3127.5261404573657
2023-02-23,3001.2678269363523
2023-02-24,2941.2622534037428
2023-02-25,3058.6482620252254
2023-02-26,3098.0358033399066
2023-02-27,3269.289771226237
2023-02-28,3031.2553296926244
2023-03-01,3069.2158498210997
2023-03-02,2986.459319941603
2023-03-03,3176.532985448845
2023-03-04,3225.865519828852
2023-03-05,3260.132454531436
2023-03-06,3160.8189080079774
2023-03-07,3151.264917078322
2023-03-08,3261.4968955417544
2023-03-09,3174.679015421897
2023-03-10,3149.072743954882
2023-03-11,3103.345987004204
2023-03-12,3295.3325608651458
2023-03-13,3015.2392453412176
2023-03-14,3243.5470163324503
2023-03-15,2990.563918488429
2023-03-16,3025.203802258601
2023-03-17,3140.7148645746706
2023-03-18,3171.771696891096
2023-03-19,3151.480014031248
2023-03-20,3035.6840069894847
2023-03-21,3347.3265801279977
2023-03-22,3150.230068515897
2023-03-23,3096.031977355729
2023-03-24,3345.431566697231
2023-03-25,3369.0522511934073
2023-03-26,3051.6808015877896
2023-03-27,3063.3697586294957
2023-03-28,3404.667690563305
2023-03-29,3123.2819190978335
2023-03-30,3080.228192833958
2023-03-31,3103.700121107431
2023-04-01,3256.583231281725
2023-04-02,3407.210273743919
2023-04-03,3211.655761688869
2023-04-04,3114.080643146877
2023-04-05,3232.453884644385
2023-04-06,3465.113688269593
2023-04-07,3185.3162952243397
2023-04-08,3398.9301265800664
2023-04-09,3442.0711742784683
2023-04-10,3270.85410446098
2023-04-11,3328.9404378680124
2023-04-12,3244.5294586869118
2023-04-13,3177.4989356053643
2023-04-14,3313.7562981057417
2023-04-15,3463.9578453521262
2023-04-16,3389.187945648331
2023-04-17,3307.8315884279027
2023-04-18,3294.521994791804
2023-04-19,3376.4333829612488
2023-04-20,3185.775220873875
2023-04-21,3270.7756815255384
2023-04-22,3276.752735202345
2023-04-23,3435.0244642481966
2023-04-24,3205.8430702631013
2023-04-25,3570.5443746558954
2023-04-26,3313.351593008415
2023-04-27,3537.5666511474774
2023-04-28,3283.5449057256164
2023-04-29,3476.8387868646123
2023-04-30,3350.630102126347
2023-05-01,3570.432917278967
2023-05-02,3448.5693291720954
2023-05-03,3405.385176959725
2023-05-04,3392.499274611572
2023-05-05,3525.4212102811125
2023-05-06,3389.4061906893053
2023-05-07,3343.72135949616
2023-05-08,3502.8491326948006
2023-05-09,3603.071432390929
2023-05-10,3391.585547784978
2023-05-11,3329.491199346548
2023-05-12,3310.373671863763
2023-05-13,3588.765655240336
2023-05-14,3438.410548255384
2023-05-15,3654.070118094485
2023-05-16,3690.6050270829073
2023-05-17,3564.0276220901687
2023-05-18,3529.2186452901024
2023-05-19,3512.7798139485626
2023-05-20,3387.2264473355094
2023-05-21,3422.940796098474
2023-05-22,3579.11971808606
2023-05-23,3456.0540554545796
2023-05-24,3448.525144289306
2023-05-25,3683.2325659494527
2023-05-26,3497.257444682112
2023-05-27,3722.8844469836276
2023-05-28,3720.4517723640047
2023-05-29,3409.942884367031
2023-05-30,3738.3035719845857
2023-05-31,3593.374926831143
2023-06-01,3495.4505559315703
2023-06-02,3686.628915210635
2023-06-03,3739.1687373823215
2023-06-04,3673.7816325376693
2023-06-05,3794.375523996073
2023-06-06,3757.5208470338216
2023-06-07,3751.6431697991306
2023-06-08,3561.9031891390514
2023-06-09,3772.525218358792
2023-06-10,3607.4181883328956
2023-06-11,3695.7772089458954
2023-06-12,3447.7529418865247
2023-06-13,3780.0855930550365
2023-06-14,3801.4108195305507
2023-06-15,3745.885123170573
2023-06-16,3545.3779764122182
2023-06-17,3521.010705848966
2023-06-18,3676.4488756154146
2023-06-19,3640.646948195299
2023-06-20,3792.2815673042255
2023-06-21,3525.115976237919
2023-06-22,3720.6615904068663
2023-06-23,3591.946041195688
2023-06-24,3820.7211135453927
2023-06-25,3646.8941545666175
2023-06-26,3821.2839991122564
2023-06-27,3833.3241246462535
2023-06-28,3909.3648468080673
2023-06-29,3785.2531986953077
2023-06-30,3842.834403862644
2023-07-01,3679.9053520634197
2023-07-02,3796.9686076393864
2023-07-03,3808.0316503880845
2023-07-04,3585.3162328548137
2023-07-05,3898.637790754796
2023-07-06,3558.10854973337
2023-07-07,3873.1988947139
2023-07-08,3766.1332350373646
2023-07-09,3895.2486952398604
2023-07-10,3866.684424836816
2023-07-11,3817.1256242481113
2023-07-12,3902.090961135298
2023-07-13,3680.6922298313225
2023-07-14,3923.636012241584
2023-07-15,3680.6775076537133
2023-07-16,3987.2693132420677
2023-07-17,3855.88372109662
2023-07-18,3726.0264064227126
2023-07-19,3938.561980489836
2023-07-20,3935.5999244813424
2023-07-21,3964.497328008132
2023-07-22,3845.645833043942
2023-07-23,3784.5789507260424
2023-07-24,3988.496359676624
2023-07-25,4041.0349865742155
2023-07-26,3827.5826798598027
2023-07-27,4043.5113505942427
2023-07-28,3713.0168208998057
2023-07-29,4022.0937814382123
2023-07-30,3796.4520693408253
2023-07-31,4000.8812481652717
2023-08-01,4081.031129379686
2023-08-02,3923.829186077324
2023-08-03,3897.461567788354
2023-08-04,3923.8995505096823
2023-08-05,3897.8665057835324
2023-08-06,3898.0717226910515
2023-08-07,3833.7766220165327
2023-08-08,3758.1653608123906
2023-08-09,3866.6856093528154
2023-08-10,4114.552717294038
2023-08-11,3910.703105895844
2023-08-12,3969.884402508963
2023-08-13,4017.7705974410683
2023-08-14,4033.7960753973157
2023-08-15,3952.5815706247868
2023-08-16,4105.587309528976
2023-08-17,3979.175452742645
2023-08-18,3924.4241010039405
2023-08-19,4093.4437744337283
2023-08-20,4021.2851135545184
2023-08-21,3844.860208054225
2023-08-22,3821.5210264886605
2023-08-23,3810.1053743730204
2023-08-24,4006.837673361055
2023-08-25,4053.473999364661
2023-08-26,4149.770100135569
2023-08-27,4085.8089562322107
2023-08-28,3930.3426450931943
2023-08-29,3853.220438097165
2023-08-30,4170.106796511783
2023-08-31,4059.0115145778823
2023-09-01,3932.8001452042768
2023-09-02,3980.3310383196936
2023-09-03,4102.553910255818
2023-09-04,4240.647482794221
2023-09-05,4241.152782298174
2023-09-06,4130.030794633172
2023-09-07,3907.2643343025848
2023-09-08,4235.270411691256
2023-09-09,3991.0113083966653
2023-09-10,4158.124222670674
2023-09-11,4145.690425481107
2023-09-12,4140.631721783351
2023-09-13,4145.095965146467
2023-09-14,4062.23137895975
2023-09-15,4296.692954446467
2023-09-16,4244.2738090195135
2023-09-17,4310.877175435904
2023-09-18,4208.048462079639
2023-09-19,3990.1933580615923
2023-09-20,4152.172676449538
2023-09-21,4173.028435921899
2023-09-22,4033.430775271477
2023-09-23,3962.6018787658086
2023-09-24,4175.942085935682
2023-09-25,4149.89866030534
2023-09-26,4197.583500871609
2023-09-27,4091.4926786946485
2023-09-28,4278.662050030518
2023-09-29,4220.353169140839
2023-09-30,4171.525628388062
2023-10-01,4069.2483093137544
2023-10-02,4053.8625994343115
2023-10-03,4087.3308199468856
2023-10-04,4275.8988262406965
2023-10-05,4156.213085068087
2023-10-06,4364.673594424861
2023-10-07,4038.457756023182
2023-10-08,4186.0960950326935
2023-10-09,4056.4914962588214
2023-10-10,4240.412335979158
2023-10-11,4363.721751319541
2023-10-12,4254.77796818602
2023-10-13,4143.708786800412
2023-10-14,4196.347189507746
2023-10-15,4235.055903592857
2023-10-16,4066.6199607575854
2023-10-17,4102.208076066296
2023-10-18,4224.8335524780405
2023-10-19,4177.180497862467
2023-10-20,4350.836517405015
2023-10-21,4145.112414111327
2023-10-22,4125.394781590975
2023-10-23,4188.109862453344
2023-10-24,4281.58535215004
2023-10-25,4220.141182258179
2023-10-26,4215.577369673443
2023-10-27,4282.027897310589
2023-10-28,4469.73977496261
2023-10-29,4244.4238355880525
2023-10-30,4492.193730469224
2023-10-31,4277.360942319583
2023-11-01,4389.4060827553
2023-11-02,4547.110021328214
2023-11-03,4386.096227850104
2023-11-04,4354.406894821906
2023-11-05,4275.782041569184
2023-11-06,4430.518144423757
2023-11-07,4558.5441861463405
2023-11-08,4291.824188634255
2023-11-09,4339.6402223352225
2023-11-10,4312.186678351527
2023-11-11,4257.182996304574
2023-11-12,4252.305273703495
2023-11-13,4577.813675967014
2023-11-14,4524.789925166155
2023-11-15,4440.375251219755
2023-11-16,4595.644025884459
2023-11-17,4464.937472423014
2023-11-18,4380.977196604787
2023-11-19,4604.963034740891
2023-11-20,4284.128966686673
2023-11-21,4536.801271183989
2023-11-22,4533.708085643497
2023-11-23,4475.233580241695
2023-11-24,4571.8256847558905
2023-11-25,4513.240702120003
2023-11-26,4327.108752193115
2023-11-27,4637.414146663729
2023-11-28,4309.82207126389
2023-11-29,4357.653708163045
2023-11-30,4585.020474163954
2023-12-01,4629.601848690173
2023-12-02,4515.863958525855
2023-12-03,4493.577776675089
2023-12-04,4428.510295632797
2023-12-05,4389.992370990069
2023-12-06,4328.420321653824
2023-12-07,4662.493026308214
2023-12-08,4524.34333577117
2023-12-09,4440.485180067547
2023-12-10,4737.094302649367
2023-12-11,4448.712058185016
2023-12-12,4582.7542854975845
2023-12-13,4633.669021446385
2023-12-14,4432.394840705575
2023-12-15,4545.08704930395
2023-12-16,4478.242381115641
2023-12-17,4686.3677345154765
2023-12-18,4775.227364626944
2023-12-19,4695.4876314509675
2023-12-20,4418.5692311951625
2023-12-21,4647.748023812705
2023-12-22,4404.859173222971
2023-12-23,4408.919358591113
2023-12-24,4597.9088233096145
2023-12-25,4466.058497023587
2023-12-26,4732.734907381388
2023-12-27,4785.667276760741
2023-12-28,4616.742431028123
2023-12-29,4829.510174253937
2023-12-30,4663.664571077175
2023-12-31,4505.367084309131
2024-01-01,4596.859108742214
2024-01-02,4623.966072543003
2024-01-03,4492.905697355994
2024-01-04,4584.2654520880515
2024-01-05,4495.448970762855
2024-01-06,4738.611321181566
2024-01-07,4724.440108847322
2024-01-08,4653.820043589458
2024-01-09,4666.364397514359
2024-01-10,4737.575108359506
2024-01-11,4705.620846511963
2024-01-12,4845.304064908189
2024-01-13,4811.244471559234
2024-01-14,4559.1913292810195
2024-01-15,4803.990892401681
2024-01-16,4863.460681493826
2024-01-17,4732.041089733722
2024-01-18,4540.528536198581
2024-01-19,4665.030211942753
2024-01-20,4657.816787833857
2024-01-21,4775.960029229076
2024-01-22,4611.856274173333
2024-01-23,4814.580862290928
2024-01-24,4935.792909867343
2024-01-25,4620.995875617026
2024-01-26,4650.62651805358
2024-01-27,4919.718270308922
2024-01-28,4825.79688395473
2024-01-29,4692.602974204212
2024-01-30,4655.892961076668
2024-01-31,4890.1737478927
2024-02-01,4870.0592698868
2024-02-02,4987.435432526507
2024-02-03,4698.4731643550285
2024-02-04,4665.1203544584505
2024-02-05,4864.538711325862
2024-02-06,4689.4011454389
2024-02-07,4763.017359419787
2024-02-08,5034.377574733364
2024-02-09,4733.412063379181
2024-02-10,4815.012861652825
2024-02-11,4955.7522110371365
2024-02-12,4857.518122036265
2024-02-13,4844.336681484102
2024-02-14,4825.081922699791
2024-02-15,4738.371998396548
2024-02-16,4818.533688015521
2024-02-17,4802.1612103967
2024-02-18,4796.382476849819
2024-02-19,5083.183340101434
2024-02-20,4937.728658600671
2024-02-21,4755.209650664871
2024-02-22,4816.249135720011
2024-02-23,4920.629235648787
2024-02-24,5082.179340099156
2024-02-25,4779.514454961143
2024-02-26,4785.032638850187
2024-02-27,5092.4743840066
2024-02-28,4858.2096076332045
2024-02-29,4958.959672939262
2024-03-01,5085.544831703975
2024-03-02,5065.145659440366
2024-03-03,4839.293445349575
2024-03-04,4846.751525880771
2024-03-05,4968.480766039335
2024-03-06,5031.685922530109
2024-03-07,4862.799658151825
2024-03-08,5019.332857501535
2024-03-09,5188.546568795436
2024-03-10,5085.938312958541
2024-03-11,5113.83701182575
2024-03-12,4989.291518438053
2024-03-13,4985.9051613925185
2024-03-14,4932.476988664315
2024-03-15,4998.021155881173
2024-03-16,5151.862774213723
2024-03-17,4885.054887242197
2024-03-18,5096.436308897443
2024-03-19,4841.433509480645
2024-03-20,5014.524987572495
2024-03-21,4931.214619783079
2024-03-22,4977.990942511779
2024-03-23,5258.039021164475
2024-03-24,5254.223570641333
2024-03-25,4884.920313894801
2024-03-26,4944.307168335617
2024-03-27,4956.9889628023175
2024-03-28,5259.936688057958
2024-03-29,4917.992137408792
2024-03-30,4961.511162410503
2024-03-31,4939.534489978419
2024-04-01,5227.238028192442
2024-04-02,5178.846318046692
2024-04-03,4923.812652223534
2024-04-04,5143.384060605201
2024-04-05,5041.051849858053
2024-04-06,5297.662975284373
2024-04-07,5053.295005565344
2024-04-08,5284.575285801907
2024-04-09,5298.90935484726
2024-04-10,5339.515770067233
2024-04-11,5197.981240953236
2024-04-12,5033.557392705563
2024-04-13,5280.749975274857
2024-04-14,5120.133769715685
2024-04-15,5269.646948377036
2024-04-16,5258.557403289189
2024-04-17,5237.699287651188
2024-04-18,5192.340602427615
2024-04-19,5048.610757534776
2024-04-20,5349.08293077507
2024-04-21,5170.493679699785
2024-04-22,5339.939993417691
2024-04-23,5222.327577010893
2024-04-24,5261.179523488344
2024-04-25,5352.292643819555
2024-04-26,5175.082605798312
2024-04-27,5353.226009308757
2024-04-28,5244.490760436479
2024-04-29,5094.910906015324
2024-04-30,5089.903284924313
2024-05-01,5417.489252443846
2024-05-02,5360.088372443616
2024-05-03,5399.9000520593045
2024-05-04,5350.353097587366
2024-05-05,5431.636978060849
2024-05-06,5170.283882549793
2024-05-07,5131.71091312505
2024-05-08,5435.937362597953
2024-05-09,5140.864592739522
2024-05-10,5206.498697859763
2024-05-11,5502.262401924216
2024-05-12,5262.223114690761
2024-05-13,5503.078250962528
2024-05-14,5409.048006205405
2024-05-15,5386.754916335192
2024-05-16,5452.166517328011
2024-05-17,5245.201175655433
2024-05-18,5411.028361587044
2024-05-19,5426.961539908331
2024-05-20,5209.438474054128
2024-05-21,5218.036144407493
2024-05-22,5261.528224869433
2024-05-23,5250.822404373973
2024-05-24,5229.3421007350125
2024-05-25,5416.076138329431
2024-05-26,5224.799793288968
2024-05-27,5355.337543167485
2024-05-28,5264.315330665454
2024-05-29,5258.630622378826
2024-05-30,5545.346975545003
2024-05-31,5359.951301272115
2024-06-01,5316.468117353333
2024-06-02,5468.956083930702
2024-06-03,5521.758085727365
2024-06-04,5503.834995845561
2024-06-05,5559.937435939562
2024-06-06,5438.56098902588
2024-06-07,5318.08241294619
2024-06-08,5341.86008150449
2024-06-09,5439.725338913542
2024-06-10,5397.403534607853
2024-06-11,5487.648644295504
2024-06-12,5294.680466711033
2024-06-13,5366.515369869445
2024-06-14,5341.6599399130155
2024-06-15,5394.654824778983
2024-06-16,5396.142582754085
2024-06-17,5454.331328002845
2024-06-18,5625.046974829088
2024-06-19,5410.404092822032
2024-06-20,5412.784358446018
2024-06-21,5488.979774004583
2024-06-22,5375.9434386096655
